酒釀衝雞蛋,酒釀，紅糖（或白糖），雞蛋
优格牛肉球,牛绞肉600公克，洋葱1颗，优格240cc，橄榄油3大匙，干洋香菜叶末1大匙，大蒜2瓣，黑胡椒粉1小匙，盐适量
草莓巧克力雪景蛋糕,蛋糕体：蛋黄40克（约2个鸡蛋），白砂糖40克，植物油50毫升，水80毫升，低粉40克，盐1/8小勺，可可粉40克，72%巧克力30克，白兰地1大勺，蛋白160克（约4个鸡蛋的）+白砂糖30克裱花：淡奶油200克+白砂糖20克左右，草莓若干，香蕉1根烘焙：170度，中层，40分钟左右
双莓花生牛轧糖,安佳无盐黄油50克，草莓味棉花糖150克，全脂奶粉100克，熟花生仁50克，蔓越莓干50克
白菜炖全鸡,土鸡1只，白菜1颗，干金针30公克，干木耳30公克，干香菇30公克，五花肉60公克，辣椒1根，高汤3杯
香煎猪肠饭,猪肠一串，糯米半斤，花生三两，蒜一个，腊肠两根，盐适量，花生油适量，生菜叶四叶，香菇六朵
南瓜鸡肉盅,南瓜1/2颗，玉米粉1大匙，鸡胸肉100公克，市售芋泥50公克，洋葱末1大匙，奶油1小匙，酱油1小匙，砂糖1小匙
照烧酱鸡翅中,主要原料：鸡翅8-10块配料：照烧酱2汤匙，生抽1汤匙，胡椒面1/8--1/6茶匙，料酒1汤匙。
炸八块,主料：嫩子鸡3只…………2000克料酒…………50克盐…………5克花生米…………100克味精…………2克鸡蛋…………2个糖…………10克香菜…………100克香油…………25克花生油…………1000克(允耗100克)花椒…………20粒姜…………15克花椒粉…………2克湿淀粉…………50克葱…………15克
马铃薯章鱼丸子,马铃薯泥300公克，章鱼脚100公克，盐少许，黑胡椒少许，低筋面粉适量，蛋适量，面包粉适量，牛奶15公克，美奶滋适量，细柴鱼片适量，青海苔粉适量
柠檬煎猪扒,主菜是西餐中的重头戏，以鱼肉和肉类菜肴为主，而肉类菜肴以猪扒、牛排和鸡扒最为多见。柠檬煎猪扒是七夕情人餐的主菜，宇琦称猪扒
柠乐鸡翅,鸡翅(最好是中段)500g，可乐330ml，柠檬半个，料酒若干，盐若干，生姜若干片
干贝酱,干贝100克，蒜末50克，红葱末50克，虾米100克，辣椒粉1茶匙，鸡心辣椒20克，盐1又1/2茶匙，鸡粉1/2茶匙，糖1/2茶匙
可可棋格慕斯蛋糕,可可粉20克，泡打粉1克，色拉油30克，鸡蛋4个，糖90克，吉利丁片3片，水100毫升，鲜奶油300毫升，低粉80毫升，酸奶380克
港式沙嗲火锅,锅底：50公克，蒜头2颗，沙嗲酱2大匙，猪腩排适量，中芹2根，椰奶30㏄，猪高汤3500cc，沙拉油少许，火锅料：适量，蛤蜊适量，虾丸适量，鱼板适量，芋丸适量，鱼丸适量
红花绿叶豆味香(豆油伯缸底酱油),材料：鲑鱼300公克、绿花椰菜1朵、鸿喜菇1包、美乃滋1大匙调味料：盐巴与白胡椒少许、米酒少许、初榨橄榄油酱汁材料：柠檬汁1大匙、豆油伯缸底酱油1小匙、辣豆瓣1小匙、水2大匙、米酒1大匙、黑胡椒少许、太白粉水少许装饰物：芦笋20根、小黄瓜1条、七味辣椒粉1小匙
家常干煸四季豆,四季豆400克，碎猪肉末50克，干辣椒3个，老姜10克，植物油25克，大蒜3瓣，食盐8克，味精3克
香酥藕盒,莲藕1节，鸡蛋1枚，猪肉馅200g，料酒1汤匙（15ml），大葱花1茶匙（5g），姜末1茶匙（5g），生抽1汤匙（15ml），水淀粉2汤匙（30ml），面粉300g，泡打粉1茶匙（5g），盐1茶匙（5g），花椒1茶匙（5g），油500ml（实耗20ml）
家常青椒肉丝,青椒150克，里脊肉200克，植物油50毫升，酱油5毫升，料酒3毫升，盐2克，淀粉3克，味精少许，水或鲜汤30毫升
简易早餐新吃法——猪肉脯炒饭,猪肉脯若干，鸡蛋1个，青豆、玉米少许，剩饭大半碗，精盐，料酒，咖喱粉，黑胡椒
养生八宝猪蹄汤,猪蹄，花生，红豆，黑豆，黑米，腰豆，红豆，芡实，红枣
金针豆腐瘦肉煲,鲜金针菇200g，干粉丝20g，猪里脊肉100g，南豆腐1块，香油1茶匙（5ml），香菜1棵，盐1茶匙（5g），白胡椒粉1/2茶匙（3g）
比翼双飞（双味鸭卷）,烤鸭皮7片，鸡蛋皮2张（用5个鸡蛋做成），虾蓉100克，熟松子仁20克。调料香菜末5克，火腿末5克，甜面酱25克，葱花5克，精盐2克，味精2克，鸡蛋1个，面包糠100克，色拉油500克。
四方寿司卷,香肠，绿茶粉，大紫菜
腊肉紫菜苔,紫菜苔，腊肉，蒜2瓣，干辣椒两枚，盐，胡椒
羊肉火锅,主料：当归30克，羊肉1500克调料：精制油100克，姜5克，蒜5克，葱5克，味精20克，鸡精20克，料酒20克，胡椒粉5克，白汤3000克，盐适量
美极鲜扇贝肉,主材：，冻扇贝肉5-8只，解冻抹干，蒜蓉1汤匙，飞鱼子2汤匙，油适量，汁料：份量仅供参考，美极鲜酱油1汤匙，麻油1汤匙，热水1茶匙
七味九肚鱼,九肚鱼（又称狗肚鱼，是一种海鱼，潮汕人称“豆腐鱼”，肉灰白，而且绵软少骨）400克，香芹、兰花各5克。调料七味盐30克，生粉、鲜鸡蛋黄各15克，脆浆粉10克，料酒8克，味精5克，色拉油800克。
姜丁鲑鱼饭,嫩姜丁1/3杯，鲑鱼丁1/2杯，白米1杯，水1杯，盐1小匙，酒1大匙，胡椒粉1小匙，香油2小匙
芝士焗面条,自制鸡蛋面条，自制披萨酱，蚝油，冷冻玉米粒.青豌豆（焯熟后冷冻保存），洋葱，虾仁，马苏里拉芝士
台山咸肉粽,粽叶，糯米，五花肉，水草，花生，去皮绿豆，咸蛋黄
豆豉鲮鱼油麦菜,油麦菜400克，豆豉鲮鱼罐头半罐，蒜，干辣椒，鸡精，盐，食用油
猪肉茴香饺,面粉500克，猪肉水饺馅500克，茴香菜200克。调料大葱30克，香油10克，盐3克。
酪梨酱,酪梨1颗，酸奶油40公克，美乃滋40公克，洋葱末1大匙，切达乳酪粉1大匙
鸡蛋卷饼,面粉200克，鸡蛋2个，温水，葱花适量，盐少许，
火腿肉松寿司,米饭300g（刚好够卷2条）糖醋汁糖10g，醋14g，盐少许（糖醋的比例可以根据个人的口感调整)火腿肠1条肉松一些寿司帘（超市或网上有售）紫菜
塘心鱼子蛋,主材：，大鸡蛋2只，洗净，飞鱼子4茶匙，汁料：份量只作参考，日本豉油2汤匙，麻油2茶匙
白菜面筋,白菜7棵，面筋4个，蒜末适量，盐适量，鸡粉适量，糖适量
黄焖牛腩,牛腩，黄豆酱适量，黄糖1小片，姜1块，1小块陈皮，适量水
红豆铜锣烧,饼皮：低粉100g，细砂糖35g，牛奶35g，鸡蛋2个，泡打粉1小匙，盐1小匙内馅：红豆沙适量，黄油1小块——也可以根据口味换成别的馅料
酒糟竹笋鸡,鸡翅中8个，鲜竹笋150g，酒酿150ml，剁椒酱15g，老姜1小块，生抽10ml，老抽10ml，盐少许
海南猪肝,猪肝，酱油，咭汁，山芋粉，糖，葱，盐
绿豆凸,油皮材料：217g，糖粉9g，猪油87g，盐1g，水87g，油酥材料：213g，奶油107g，内馅：880g，肉燥馅240g，其他材料：少许
清蒸豉香剁椒鱼块,草鱼块，剁椒，豆豉，盐，胡椒粉，料酒，葱，姜，蒜
沙梨瘦肉汤,主料：瘦猪肉100克，辅料：苹果100克，梨150克，蜜枣15克，调料：盐2克
酸酸辣辣凉拌鸡胗,土鸡鸡胗400克，生姜，大葱，花椒，八角，香叶，大蒜，红椒，香菜，料酒，酱油，盐，醋，味精，白糖，芥末油
五香酱驴肉,驴肋肉1000克。调料酱油200克，甜面酱30克，精盐5克，白糖7克，葱段10克，姜片10克，鲜汤2000克。香料包1个(内装花椒5克，八角3克，桂皮5克，丁香、砂仁、白芷各3克)。
火腿肠焖冬瓜,冬瓜500克、火腿肠1根、香菇3朵、红萝卜半根、泡涨的黄豆50克、盐、葱段
素油老婆饼,馅料：1：水1/2杯（116克），白糖1/2杯+1大匙（120克），干桂花1茶匙；2：玉米油2.5大匙（30克），炼乳2大匙（30克），炒熟白芝麻2大匙（19克）糯米粉2/3杯+1大匙（90克）；水皮，油皮：3：中筋面粉（Allpurposeflour）1杯（160克）加糖1大匙（14克）拌匀；4：玉米油2.5大匙（30克），水大约1/3杯+1大匙（90克）；5：低筋面粉（CakeandPastryflour）1/2杯+3大匙（95克），玉米油1/4杯（53克）；其他：6：鸡蛋黄1个加水1茶匙；注：1大匙=15毫升=1Tablespoon，1茶匙=5毫升=1Teaspoon。1杯=240毫升。以上的材料可以做12个老婆饼。
松茸菌炖鸡,松茸菌，老母鸡半只，淮山适量，红枣适量，枸杞适量，盐
白果河鳗,河鳗2条，白果半罐，葱段少许，姜片少许，米酒半小匙，清水适量
杏仁豆腐,琼脂10克，砂糖，低脂奶粉40克，杏仁粉25克
节瓜炖鱼翅,用料主料：水发鱼翅50g。配料：节瓜1个250g、火腿丝1g。调料：姜汁15g，料酒20g，上汤150g，精盐1g，味精1g，鸡粉2g。
客家酿,马鲛鱼肉800g，盐1小匙，味精少许，胡椒粉少许，茄子1条，羊角豆15根，油豆腐1小包
煎鸡肉饼,主料：圆葱碎5g，西芹碎5g，鸡肉泥270g，鸡蛋2个，面粉50g，面包渣50g，酸黄瓜角1个，炸土豆松20g，煮菜花20g，煮胡萝卜15g调料：盐2g，胡椒粉0.4g，橄榄油15g
茶树菇煲乌鸡,茶树菇100g，乌鸡1只，瘦肉200g，黑枣10g，陈皮10g
秘制香辣烤鲅鱼,鲅鱼，盐，十三香，五香粉，孜然粉，辣椒粉，椒盐，麻辣鲜，白芝麻，花椒粉，胡椒粉，香麻油，橄榄油
油豆角焖咸肉玉米,东北油豆角(没有老丝，容易入味，口味香浓)500克，玉米棒200克，咸肉100克。调料盐10克，东北酱油(酱香味浓，也可用老抽代替)20克，八角5克，味精10克，糖2克，老汤200克，色拉油、姜片、葱段各20克。
节瓜虾米鱼片煮粉丝,节瓜2个，虾米，鱼片，粉丝，清鸡汤1盒（超市有卖，人多吃买大盒人少买小盒），葱段少许
蛋皮鳗鱼寿司,糯米，大米，蟹肉，鳗鱼，黄大根，火腿，白醋，糖，酒，盐，鸡蛋
莴笋炒腊味,莴笋，腊肠，腊肉，蒜，糖，盐，生抽，鸡精
干豆角烧肉,带皮五花肉，干豆角，姜，红椒，八角，料酒，酱油，糖，盐
皮蛋咸肉粥,咸肉，皮蛋，米，食盐1茶匙，油2茶匙
椰盅鸡,主料：椰子一个，鲜奶50克，鸡肉100克，田鸡骨，鸡骨共300克，火腿粒30克湿香菇30克，椰汁30克，淡二汤400克，淡上汤400克。鸡粉8克，鹰粟粉20克，盐少许
鸡蛋饺,1.猪肉馅，鸡蛋，2.胡椒粉，葱姜末，酱油，香油，盐
莲蓬鱼,主料：青鱼肉200克，味精0.5克，炒花生米75克，精盐0.5克，猪肥膘肉50克，绍酒5克，鸡蛋清2个，绿色菜叶汁3克，湿淀粉10克，鸡汤150克，熟熟猪油15克
羊排火锅,主料：熟羊排骨700克配料：冬笋100克，水发木耳100克，油菜心100克，口蘑50克调料：料酒15克，精盐3克，味精3克，辣椒油30克，虾籽酱油50克，蚝油25克，醪糟汁25克，高汤1000克，香油40克
卡门培尔奶酪热浇杏仁蜜汁,250克软木圆盒装卡门培尔奶酪(Camembert)；去掉外包装，奶酪外层的白霉皮不需要去掉，这些霉菌孢子是在奶酪成型后喷洒上去的，采用的菌种是卡门培尔青霉（Penicilliumcamemberti），外皮可食用。杏仁片若干；蜂蜜少许；烤箱设置华氏375度。
杨桃冬瓜鲈鱼汤,鲈鱼1只，杨桃2个，冬瓜1段，盐适量，芥菜油少许
芋头扣肉,带皮五花肉400克，芋头400克。调料色拉油800克，绍酒15克，酱油75克，糖8克，水淀粉8克，八角2个，大蒜2瓣。
韭菜花饭,主料：韭菜花(细)20枝，咸蛋2个，白米1杯，水1杯，调料：盐1小匙，糖4小匙，辣椒粉2小匙
凤眼鸡,鸡大腿2只，香肠2根，盐，香叶，大茴香，料酒，胡椒粉，鸡精，生粉
肉末菜粥,主料：大米或小米250克，肉末150克，青菜200克。配料：植物油50克，酱油25克，精盐10克，葱，姜末少许，水2.5公斤。
小酥肉,五花肉400g，淀粉130g，鸡蛋2枚，老抽3汤匙（45ml），大葱1段，姜1块，大蒜3瓣，花椒1茶匙（5g），盐1茶匙（5g），香菜1棵，干木耳20g，水发冬笋50g，绍酒1汤匙（15ml），油500ml（实耗30ml）
猪肝肉丝汤粉,粉丝　，猪肝　，肉丝，小红辣椒切碎　，姜丝　，葱沫，盐　，鸡精　，酱油　，料酒
蟹糊虾圆,虾仁500克，蟹黄50克，芥菜200克，鸡蛋3个，高汤、淀粉、姜、葱、料酒、猪油各适量
奶香蘑菇面包,农夫面包1块（约400g），黄油1汤匙（15g），火腿150g（切小丁），口蘑500g（切4mm薄片），柠檬汁20ml，淡奶油180ml，法香碎1汤匙（15g），盐1/2茶匙（3g），白胡椒粉1/3茶匙（2g）
酒醋八爪鱼片,八爪鱼200克，鱼上汤100毫升，白酒100毫升，橄榄油1汤匙，红酒醋或白酒醋1茶匙，盐及胡椒粉少许，酿水榄6～8粒。
炒米粉便当,米粉2杯，虾米1大匙，高丽菜2两，红萝卜丝1大匙，猪肉丝2两，酸菜丝1大匙，洋葱1大匙，蒜泥1小匙，四季豆3条，红萝卜1大匙，烤鸡肉50公克，素豆干适量，海带卷适量，油1大匙，香油1小匙，淡酱油1/2大匙，白胡椒1小匙，糖1小匙，水2/3杯，盐1/3小匙，胡椒粉少许
百花凤翼,主料：鸡翼4只（鸡翼中段及翼尖），虾仁227克，冬菇2只，马蹄肉2只，剁幼挤干水，鸡蛋1只打散。鸡蛋白11/2汤匙，生粉2茶匙，盐1/3茶匙，麻油，胡椒粉少许。盐1/6茶匙，麻油，胡椒粉少许，生粉半茶匙。
美白猪蹄汤,猪蹄1只，花生15粒，黄豆15粒，红枣6个，大葱1根，姜5片，八角2个，花椒10粒，清水适量
阿拉斯加鳕鱼卷,阿拉斯加狭鳕鱼肉200克，新鲜净墨鱼肉100克，日本海苔片3张，鸡蛋5只，胡萝卜5克。调料盐15克，鸡粉15克，花雕酒10克，葱姜汁10克，蒜蓉辣椒酱10克，草莓酱10克，生粉20克。
奇异果冰,奇异果1颗，奇异果浓缩汁30CC，挫冰1份，炼乳30cc，乳水60cc
猪肉炒大葱,猪里脊肉，两根大葱（葱叶去除），生抽，料酒，大蒜3瓣，黑胡椒粉，白糖，醋
发菜鱼丸汤,花菜，鱼丸，发菜，肉片
翡翠双鲜,菜胆200克，冬笋、熟火腿各100克，料酒、葱姜汁各10克，精盐3克，味精2克，白糖5克，胡椒粉0.5克，湿淀粉10克，鲜汤30克，猪油50克。
剁椒培根炒西葫芦,西葫芦（zucchini）两根、培根2-3条、蒜2颗、剁椒1勺、盐、香醋、白糖少许。
酒酿鸡蛋圆子,酒酿400G，糖3汤匙，无馅汤圆15颗，鸡蛋1个，水1碗
梅肉蛋黄醋,蛋黄醋100公克，梅肉酱10公克
烧土豆丸子,土豆200克，猪瘦肉150克，胡萝卜、青椒各50克，面粉少许。油1000克(约耗75克)、酱油1大匙，精盐1／2小勺，味精1／3小勺，白糖1小勺，花椒面、葱、姜末少许，淀粉适量。
椒盐猪肚,猪肚500克，鸡蛋2个、面粉60克，绍酒25克，葱、姜各25克，花椒盐3克，油1000克，白糖10克，醋5克。
可乐冻芝士蛋糕,A：全麦饼----100克黄油----50克。B：安佳奶油奶酪----250克糖----50克吉利丁片----3片，可乐----1/4杯淡奶油----1杯。
肉丁豆角碎,里脊肉，豇豆碎，盐，生抽，老抽，油，糖，水，淀粉
芥味球参,用料主料：水发球参500克配料：胡萝卜、白萝卜烧料：母鸡、金华火腿、猪排骨、干贝调料：精盐、胡椒粉、酱油、白糖、葱、姜、芥末、绍酒、味精、醋
肉末家常豆腐,北豆腐1盒 肉馅50克 香菇4朵 冬笋100克 葱姜蒜各10克 调料：料酒1茶匙（5ml） 郫县辣酱2汤匙（30克）生抽1茶匙（5ml） 醋1茶匙（5ml）糖1/2茶匙（3克）清水200ml 水淀粉3汤匙（45ml）
牛肉寿喜盖饭,牛肉片120公克，大白菜30公克，金针菇10公克，杏鲍菇10公克，红萝卜5公克，熟白芝麻少许，白饭1碗，柴鱼酱油1大匙，味醂1大匙，米酒1大匙，水2大匙
红烧牛鞭,用料牛鞭200克，冬菇50克，冬笋50克，火腿(或叉烧)末25克，陈皮丝15克，高汤300克，姜丝、蒜末、葱丝、酱油、精盐、胡椒粉、香油、料酒、湿淀粉各适量。
凉拌耳丝,主料：猪耳朵1对，辅料：香菜2棵，蒜苗1棵，调料：（a）葱1根，姜2片，酒1大匙　调料：（b）沙茶酱，酱油各2大匙，醋1大匙，糖1/2小匙
萝卜缨羊肉包子,主料：面粉，羊肉，萝卜缨，馅中调料：五香粉，油，盐，糖，酱油，葱末，姜末适量
丹麦牛角可颂,高筋面粉398公克，低筋面粉171公克，速溶酵母15公克，细砂糖46公克，盐9公克，冰水273㏄，全蛋57公克，奶粉23公克，奶油28公克，裹入油263公克，装饰：少许
芙蓉鱼羹,鲩鱼肉150克，葱2颗，姜丝半汤匙，鸡蛋1个，香菜1颗，马蹄粉1汤匙，香油，盐
汤种肉松面包,面粉400g，肉松适量，水130g，细砂糖40g，鸡蛋液40g，盐1/2小勺，奶粉15g，汤种120g，黄油30g，酵母1勺半，沙拉酱
手抓饭,大米两碗，子排1斤或半只鸡(因为在南京鲜见正宗的新疆绵羊肉啊,子排是最佳选)，胡萝卜两根切丁待用，洋葱少半个切丁待用，葡萄干少许，孜然粉少许
猪腰炒老油条,猪腰两个，老油条1根，青椒半个，黑木耳10克，香菜10克，生姜、大蒜头、白胡椒粉、淀粉、料酒、干辣椒、老抽各少许
洋葱焖鸭,洋葱1-2个，酱油，鸭四分之一，砂糖，油，香菜或葱段
